num_layer,port,train_fitted,train_real,train_MAPE,train_RMSE,test_results,test_real,test_MAPE,test_RMSE
2,Long Beach(10kTEU),"[682.49496822 682.29710412 528.49654001 665.64272942 676.2262549
 676.7401683  676.37251726 677.63965279 677.9609439  680.16761195
 676.77811236]","[731.20000749 648.80000384 506.7        626.29999566 610.00000428
 604.50000268 672.99999455 682.10000181 718.99999636 680.00000153
 753.99999499]",5.6676008795007755,45.527667846034454,[607.48268288 700.07177159 544.3419033 ],[808.99999282 762.99999101 811.        ],22.012355296042006,196.36337704958396
3,Ningbo(10kTEU),"[1068.92202643 1137.49352023 1232.43254635 1262.48186946 1456.63332102
 1597.3480567  1752.99589899 1883.43732908 2065.13657025 2246.63355082
 2382.0079    ]","[ 934.9999981  1084.6000206  1042.00000843 1300.39998369 1451.19998008
 1567.10000852 1677.39993784 1870.00003746 2062.99994424 2160.00002486
 2461.00001228]",5.022325589237242,84.75881794447166,[2611.06793731 2769.79402953 2924.40744078],[2634.99994579 2748.99993271 2872.        ],1.1631437689148723,35.36323581441864
3,Shanghai(10kTEU),"[2758.07253553 2780.45575075 2846.91923819 3124.84255012 3333.92100713
 3450.63018371 3699.85053401 3875.08536396 4021.32763798 4145.6152653
 4241.27110027]","[2615.00001215 2797.99997204 2500.19998405 2906.89993685 3173.90001409
 3252.899993   3361.69997575 3528.50008061 3653.99991498 3713.00003027
 4022.99998683]",7.781342676463288,279.18546334329363,[4430.35555973 4543.99867716 4695.46382792],[4200.99998081 4329.99996384 4350.        ],6.11449268288082,269.4096554101177
3,Singapore(10kTEU),"[2863.61741873 2875.97780479 2908.00357011 2902.18897676 2962.95160025
 3016.51726205 3305.1464638  3277.57241078 3259.78448127 3280.94636201
 3281.9073885 ]","[2793.59998438 2991.79999009 2586.69998821 2843.09999049 2993.79999225
 3164.89997818 3257.89998392 3386.90002849 3091.99998468 3089.99998252
 3366.99999756]",4.127953592381522,145.8677609754577,[3272.32190847 3263.24830111 3243.65798577],[3660.00002987 3720.         3660.00002987],11.415345126937426,421.21140295282606
3,Shenzhen(10kTEU),"[2166.41138116 2137.49649179 2000.19960704 2307.77881795 2398.52217421
 2338.62605679 2510.05383962 2518.12072915 2539.5035105  2553.37517214
 2566.17634726]","[2109.90000257 2141.39997709 1825.00001942 2250.89997646 2257.00001177
 2294.00000849 2327.7999633  2403.69998425 2419.99999052 2397.00001979
 2520.99998611]",4.458807856095603,115.30301712324098,[2578.92731839 2613.8950614  2611.46621305],[2774.         2577.00000611 2655.00003096],3.3678592603454622,117.34534434234992
3,Hong Kong(10kTEU),"[2453.44722128 2452.78555686 2249.34630702 2453.8302202  2454.89880712
 2451.63899677 2277.27731729 2303.00418243 2042.18686543 2040.73382128
 2040.70007721]","[2399.80001549 2449.4        2104.00000765 2369.89999795 2438.39998602
 2311.70000049 2236.69999577 2222.59999429 2006.99999342 1981.00000064
 2075.99999555]",2.859463982248926,76.91679650221053,[2050.90380121 2043.13773574 2042.1027083 ],[1960.0000008  1830.         2006.99999342],6.011278001496169,135.3063141163619
3,Busan(10kTEU),"[1315.46613699 1331.89707566 1345.73852642 1441.01889852 1477.77863303
 1748.51050792 1894.07372537 2022.26312355 2066.35209098 2093.60198762
 2122.87342876]","[1327.00000662 1345.19999227 1197.99999926 1419.40000476 1618.39999484
 1704.59999856 1768.59999348 1867.80002941 1944.99997714 1984.9999896
 2048.99998453]",5.24165149617697,102.64106349033204,[2143.18204482 2156.31548257 2171.32548327],[2166.00002413 2199.         2158.99998753],1.188479464709413,28.836007892615722
3,Guangzhou(10kTEU),"[1283.70106313 1343.64798981 1425.25623232 1517.2695899  1582.76915431
 1670.37128764 1734.78663695 1794.95505142 1870.96509945 1923.58166528
 2036.60636795]","[1025.69998002 1100.09997991 1118.99997437 1255.00001121 1425.99998939
 1474.30000824 1530.90002811 1660.00002831 1721.99997872 1885.00002462
 2037.00004482]",13.819701391332499,198.84686886491448,[2139.52436119 2252.25707299 2352.65643704],[2186.99996316 2323.         2319.00003386],2.2224894050774204,52.887452766631334
3,Qingdao(10kTEU),"[1051.69135922 1105.86435312 1151.79331815 1187.1287179  1350.63610274
 1479.12072289 1663.01696873 1777.10605562 1876.24815154 1940.68283117
 1983.9078697 ]","[ 946.19998783 1032.00002313 1026.00001258 1201.20000911 1301.99999541
 1450.3000108  1551.99996603 1658.00003517 1747.00003254 1800.99997675
 1829.99996912]",6.851121506179751,105.4072047585962,[2010.22910917 2018.2067802  2094.51274884],[1826.00002909 2101.00000179 2200.        ],6.2749161744043676,131.55813879174536
3,Dubai(10kTEU),"[1148.42177394 1179.16335359 1198.57151932 1251.06297764 1348.270232
 1387.53106759 1475.65675554 1636.92455027 1664.91589228 1670.44164741
 1672.67592098]","[1079.10000219 1182.69998323 1109.99999672 1160.0000033  1300.00001064
 1327.00000532 1364.10002307 1524.89997416 1560.00000051 1573.
 1536.99998861]",6.190824405588691,90.88154493169212,[1669.74900154 1665.58436706 1654.78598799],[1495.00000304 1410.99997646 1350.00001722],17.436156329235462,250.49611599662262
3,Tianjin(10kTEU),"[ 951.72911456  992.1413355  1020.48525933 1102.84044254 1274.63050928
 1420.68480326 1510.70997946 1579.2473417  1625.06926489 1646.69481958
 1671.27383009]","[ 817.60000594  850.00000447  870.00000196 1008.00001497 1157.99997449
 1230.00000011 1300.99997604 1406.09996567 1410.99998389 1448.99996613
 1506.99998918]",13.959734919769431,166.6929068875844,[1684.41880058 1707.34206355 1736.37581722],[1600.00001866 1729.99998069 1835.        ],3.986831627394118,76.08469268016482
3,Rotterdam(10kTEU),"[1076.09576569 1091.90817032 1133.21968002 1184.82453461 1227.66318054
 1226.45673981 1259.47724762 1291.46189575 1292.01768494 1288.83960114
 1338.08429718]","[ 989.99999771 1080.00000572  974.30000381 1114.50000458 1187.60001755
 1186.49999542 1162.10001755 1229.79999619 1222.99998322 1237.99998779
 1372.99999008]",5.895242749816941,75.56370999444621,[1382.81357574 1501.99074554 1601.95801392],[1451.0000061  1482.         1435.00001678],5.894292748907961,104.76003054381121
3,Kelang(10kTEU),"[ 788.56015943  795.57949383  809.09184721  921.02950669 1003.85808753
 1040.3252129  1117.56669682 1177.68486007 1314.07624471 1467.9918005
 1524.66148632]","[ 731.19999919  796.99999663  730.90000623  887.00000743  960.29998049
 1000.00000919 1034.99999653 1094.60001312 1189.00002176 1319.99998015
 1373.        ]",7.224601919797575,89.62284917070052,[1547.60935407 1512.7557467  1554.40069685],[1232.00002354 1357.9999982  1323.99998738],18.138454733047514,242.65412843019996
3,Kaohsiung(10kTEU),"[ 988.11388123  975.0509922   906.61870077  963.67527363  967.51168382
 1010.23356786 1015.91650424 1018.21454635 1054.31461673 1060.41426692
 1060.40354567]","[ 920.00000145  967.70000134  858.1         918.10000091  963.599997
  978.10000181  993.79999561 1059.3        1025.99999986 1045.99999616
 1027.00000267]",3.269739405260305,36.27547972764033,[1059.68642087 1060.60557055 1061.56175294],[1045.00000534 1041.9999969   961.99999969],4.51347230227602,59.08863647703911
3,Dalian(10kTEU),"[ 472.56104329  487.56984836  485.6208944   487.98144352  550.30858189
  841.16413671 1034.70538855 1047.92627788 1045.43990123 1041.84568858
 1042.28139412]","[ 464.1999943   450.30000398  455.19999644  524.20000386  639.99999535
  805.9999876   991.20000392 1001.10001111  944.99998629  961.00001431
  970.00001216]",7.055159788941611,59.47608083730726,[1043.13103426 1043.08157218 1043.67759979],[ 976.99999458 1021.          654.00000793],22.838418229568806,228.5530834305174
3,Hanburg(10kTEU),"[920.02594978 914.14961208 912.89494109 881.01652367 886.83087173
 917.1432685  919.51629519 914.39950986 912.91118811 920.46608601
 918.3512843 ]","[935.99999914 973.7        700.70000001 789.9999967  901.40000181
 886.29999987 930.20000778 972.9999929  881.99999813 891.00000101
 885.99999217]",6.577953945029177,76.6895768600974,[919.52408464 924.00813239 914.41970049],[872.99999524 930.00000808 869.99999971],3.6930734431721866,37.29836138335861
3,Antwerp(10kTEU),"[ 845.50170094  835.89754764  826.20951363  871.84741984  876.8108809
  840.56725701  893.98715124  892.03008924  990.11251155 1053.60434228
 1075.12518408]","[ 835.50000049  866.40000151  730.89999957  846.80000819  866.40000151
  863.29999593  857.79999408  897.79999137  964.99999394 1004.00001356
 1044.99998851]",3.621593787704071,38.9736873056511,[1095.5557727  1110.01118394 1117.34879482],[1109.99999747 1109.99999747 1204.        ],2.8330777515377803,50.718396112298116
3,Xiamen(10kTEU),"[ 504.18963406  523.52479733  546.14094397  544.7148919   674.02596229
  764.78408495  852.46379366  920.04116563  979.43224961 1037.56644136
 1081.05288701]","[ 462.70000227  503.39999246  468.00000046  582.00000596  645.00001134
  720.09998355  800.80001674  857.20001477  918.00000074  960.99998462
 1037.99997706]",7.214792567711232,52.716921111745854,[1132.18663994 1145.78929985 1196.19944153],[ 999.99997947 1111.99997773 1141.        ],7.0316956873344365,84.97452528022087
3,Tanjung(10kTEU),"[574.60813791 596.40170878 606.48662409 676.3915489  770.57447803
 794.43178743 805.98652005 899.44455707 906.91754299 907.89462966
 903.44863862]","[549.99999589 560.00000077 601.59999192 653.00000453 751.99999732
 769.99999917 762.80000538 855.00000596 909.99999809 827.99998581
 837.9999907 ]",4.515421516496098,40.407229848888505,[902.96846992 906.4474864  906.24347204],[896.0000121  909.99999809 985.        ],3.0545673842286525,45.69380133032415
3,Los Angeles(10kTEU),"[717.15094887 797.60841054 732.07689217 804.14201556 797.19796036
 809.72018878 823.42235607 828.99882939 826.23054556 928.88829073
 970.10461922]","[710.3        784.99999967 726.09999954 783.10000284 794.00000056
 807.79999678 786.8999965  833.99999672 816.00000196 885.99999874
 943.00000204]",1.9028163642651803,20.7494478811809,[978.72856846 977.45352613 977.13470232],[946.         930.00000154 919.99999899],4.924167635445355,46.85925918767953
3,Long Beach(10kTEU),"[677.40455201 682.42724207 658.31764963 619.0949874  609.88414976
 613.01660196 658.49128177 672.5943269  677.77528647 682.97010323
 682.17940863]","[731.20000749 648.80000384 506.7        626.29999566 610.00000428
 604.50000268 672.99999455 682.10000181 718.99999636 680.00000153
 753.99999499]",5.844187430002893,55.84431876969815,[679.09946505 674.25160422 665.22563502],[808.99999282 762.99999101 811.        ],15.221025193134244,123.82862991327588
4,Ningbo(10kTEU),"[ 976.87629892 1087.19869345 1194.62867326 1255.23024565 1459.58642866
 1659.81829298 1872.43600324 2010.86046559 2162.50272337 2298.99296761
 2388.83482078]","[ 934.9999981  1084.6000206  1042.00000843 1300.39998369 1451.19998008
 1567.10000852 1677.39993784 1870.00003746 2062.99994424 2160.00002486
 2461.00001228]",5.698575717079581,107.90213920446004,[2492.87012258 2563.52285275 2627.27102825],[2634.99994579 2748.99993271 2872.        ],6.887399927750654,195.3585621776269
4,Shanghai(10kTEU),"[2650.56852393 2678.9482476  2818.29719388 3061.41751677 3252.3649725
 3348.50182558 3572.64539726 3747.88367784 3894.62750124 4031.16090426
 4148.92683692]","[2615.00001215 2797.99997204 2500.19998405 2906.89993685 3173.90001409
 3252.899993   3361.69997575 3528.50008061 3653.99991498 3713.00003027
 4022.99998683]",5.4401279047292705,196.19310797654379,[4374.91321867 4520.9142935  4745.24092121],[4200.99998081 4329.99996384 4350.        ],5.878303624862653,272.58606064361027
4,Singapore(10kTEU),"[2929.15201786 2938.15864947 2955.79947826 2956.16197984 2988.24554486
 2992.38073048 3317.5295062  3343.70870387 3338.95247889 3339.17667741
 3339.72752466]","[2793.59998438 2991.79999009 2586.69998821 2843.09999049 2993.79999225
 3164.89997818 3257.89998392 3386.90002849 3091.99998468 3089.99998252
 3366.99999756]",4.590355238809255,173.0219257832504,[3342.62952382 3341.48525998 3334.33663813],[3660.00002987 3720.         3660.00002987],9.24811981877882,341.59141833330654
4,Shenzhen(10kTEU),"[2248.47028857 2194.67899179 1810.64692849 2344.79678065 2401.78182286
 2346.5028764  2521.92766833 2531.80290854 2556.4615415  2576.68299904
 2597.01686984]","[2109.90000257 2141.39997709 1825.00001942 2250.89997646 2257.00001177
 2294.00000849 2327.7999633  2403.69998425 2419.99999052 2397.00001979
 2520.99998611]",4.776046582249742,122.68345898880963,[2602.54829052 2626.1025199  2642.57882777],[2774.         2577.00000611 2655.00003096],2.8513076577963763,103.21665213302713
4,Hong Kong(10kTEU),"[2262.88299661 2262.98806841 2261.45625733 2262.6815659  2262.92213087
 2262.58140434 2262.82097249 2262.71833735 2262.68075368 2262.57756475
 2262.56431079]","[2399.80001549 2449.4        2104.00000765 2369.89999795 2438.39998602
 2311.70000049 2236.69999577 2222.59999429 2006.99999342 1981.00000064
 2075.99999555]",6.68707766791427,166.4456399220946,[2262.5805552  2262.54455906 2262.5218538 ],[1960.0000008  1830.         2006.99999342],17.268543593691042,338.59573171677664
4,Busan(10kTEU),"[1346.30498374 1315.34582483 1301.52341191 1435.8074473  1737.75596881
 1761.29209794 1844.08594279 1985.20047336 2055.5285339  2094.2195827
 2139.17687504]","[1327.00000662 1345.19999227 1197.99999926 1419.40000476 1618.39999484
 1704.59999856 1768.59999348 1867.80002941 1944.99997714 1984.9999896
 2048.99998453]",4.573794245485384,86.05941023457133,[2167.27807676 2180.28718204 2199.17795749],[2166.00002413 2199.         2158.99998753],0.9236424674676735,25.59994950616667
4,Guangzhou(10kTEU),"[1171.08559909 1219.53030667 1270.09812528 1375.38174355 1451.67558581
 1565.52684361 1671.29406434 1783.7700665  1927.05823362 2054.5553726
 2297.59810048]","[1025.69998002 1100.09997991 1118.99997437 1255.00001121 1425.99998939
 1474.30000824 1530.90002811 1660.00002831 1721.99997872 1885.00002462
 2037.00004482]",9.676103154784254,152.38805844524222,[2550.14205468 2881.04231882 3205.70053554],[2186.99996316 2323.         2319.00003386],26.287797144696082,640.1877818014277
4,Qingdao(10kTEU),"[1250.95993447 1292.46924865 1343.12818825 1372.05713177 1524.57008302
 1632.270702   1761.64634717 1834.4736352  1898.13009369 1939.28225422
 1964.91903293]","[ 946.19998783 1032.00002313 1026.00001258 1201.20000911 1301.99999541
 1450.3000108  1551.99996603 1658.00003517 1747.00003254 1800.99997675
 1829.99996912]",16.370561566628012,214.98330360273314,[1980.50124288 1985.4071312  2029.45802474],[1826.00002909 2101.00000179 2200.        ],7.238297999582922,148.6796355924646
4,Dubai(10kTEU),"[1127.47308928 1166.25366305 1185.24349152 1237.37498909 1339.92638278
 1364.85969382 1432.41096094 1606.68296847 1630.01161849 1632.51110879
 1633.3468963 ]","[1079.10000219 1182.69998323 1109.99999672 1160.0000033  1300.00001064
 1327.00000532 1364.10002307 1524.89997416 1560.00000051 1573.
 1536.99998861]",4.5597445946082615,64.92453512989033,[1631.91814095 1629.88444308 1624.49251596],[1495.00000304 1410.99997646 1350.00001722],15.001300215608433,217.56464026289086
4,Tianjin(10kTEU),"[ 861.3064394   885.1500097   955.41779402 1119.67816406 1217.74705245
 1325.48256804 1417.04602233 1477.02682639 1517.23750405 1534.0089541
 1550.68701766]","[ 817.60000594  850.00000447  870.00000196 1008.00001497 1157.99997449
 1230.00000011 1300.99997604 1406.09996567 1410.99998389 1448.99996613
 1506.99998918]",6.687229385850788,82.30730504279884,[1561.62614397 1580.10982392 1603.96149406],[1600.00001866 1729.99998069 1835.        ],7.884397474243811,160.5390965673979
4,Rotterdam(10kTEU),"[1018.89932327 1026.38644638 1041.98628616 1106.44707298 1195.53106384
 1199.2467659  1233.54659271 1274.39196167 1276.71410522 1279.08153992
 1353.64394302]","[ 989.99999771 1080.00000572  974.30000381 1114.50000458 1187.60001755
 1186.49999542 1162.10001755 1229.79999619 1222.99998322 1237.99998779
 1372.99999008]",3.2899419721040513,43.29797687482026,[1435.68502579 1573.10569153 1658.77029877],[1451.0000061  1482.         1435.00001678],7.5989026230715195,139.77116387084342
4,Kelang(10kTEU),"[ 809.41882486  815.87674097  872.41989967  966.69613781 1026.6772279
 1063.8470176  1129.74810017 1179.14092097 1268.21940562 1406.82510345
 1473.5158994 ]","[ 731.19999919  796.99999663  730.90000623  887.00000743  960.29998049
 1000.00000919 1034.99999653 1094.60001312 1189.00002176 1319.99998015
 1373.        ]",8.377187534794444,86.01182590298865,[1493.23804624 1462.08288515 1498.05583901],[1232.00002354 1357.9999982  1323.99998738],14.005007237838194,190.9397735301363
4,Kaohsiung(10kTEU),"[ 970.89813712  958.84751918  965.12277489  958.54096206  958.77922215
  963.58006554  971.31157699  979.81999562 1029.3935287  1029.21157918
 1029.37801046]","[ 920.00000145  967.70000134  858.1         918.10000091  963.599997
  978.10000181  993.79999561 1059.3        1025.99999986 1045.99999616
 1027.00000267]",3.3856513541616313,45.839862297826116,[1029.23231413 1029.37300961 1029.35993783],[1045.00000534 1041.9999969   961.99999969],3.240915181744238,40.60140457703513
4,Dalian(10kTEU),"[ 474.73959488  481.60427272  483.35502028  488.43175852  645.13373911
  851.62364787 1019.73356068 1030.32770801 1025.23664677 1022.98698151
 1023.32977855]","[ 464.1999943   450.30000398  455.19999644  524.20000386  639.99999535
  805.9999876   991.20000392 1001.10001111  944.99998629  961.00001431
  970.00001216]",4.993697453945367,42.70807754633036,[1023.82506776 1023.66684639 1023.68747151],[ 976.99999458 1021.          654.00000793],20.52702474761233,215.14996341901858
4,Hanburg(10kTEU),"[896.78768896 894.3260777  890.46839584 897.32284664 896.95993673
 896.36622784 896.3353308  894.37641577 890.57759473 895.7285037
 895.53420757]","[935.99999914 973.7        700.70000001 789.9999967  901.40000181
 886.29999987 930.20000778 972.9999929  881.99999813 891.00000101
 885.99999217]",6.267067920824934,75.68140428653435,[896.08732334 896.35087709 894.46625512],[872.99999524 930.00000808 869.99999971],3.024998650452847,27.47050775216795
4,Antwerp(10kTEU),"[ 862.72866665  858.13906164  854.5951777   866.58621703  866.95725865
  855.45430918  892.11373838  898.72105812  939.74743171 1040.57527705
 1071.50368956]","[ 835.50000049  866.40000151  730.89999957  846.80000819  866.40000151
  863.29999593  857.79999408  897.79999137  964.99999394 1004.00001356
 1044.99998851]",3.3949696826578735,43.08518966967461,[1080.28317925 1085.43618683 1086.05607394],[1109.99999747 1109.99999747 1204.        ],4.895384634208036,71.64086304247466
4,Xiamen(10kTEU),"[ 509.34936546  514.80950316  522.75533379  520.76747665  673.68497086
  756.69545573  834.85172999  899.02234285  964.18501406 1031.2948555
 1080.37095504]","[ 462.70000227  503.39999246  468.00000046  582.00000596  645.00001134
  720.09998355  800.80001674  857.20001477  918.00000074  960.99998462
 1037.99997706]",6.3325108757759665,45.72080795840634,[1135.490295   1151.66592495 1201.50548296],[ 999.99997947 1111.99997773 1141.        ],7.47298679092518,88.67905885911182
4,Tanjung(10kTEU),"[564.34735534 579.50502118 584.61557919 626.31208709 745.12557167
 800.03851628 811.30878943 894.00935179 900.09871656 901.39695817
 895.54931098]","[549.99999589 560.00000077 601.59999192 653.00000453 751.99999732
 769.99999917 762.80000538 855.00000596 909.99999809 827.99998581
 837.9999907 ]",4.141706432537691,37.18318825985996,[895.177387  898.4012031 898.2383669],[896.0000121  909.99999809 985.        ],3.391563773171088,50.5397194797856
4,Los Angeles(10kTEU),"[726.32859131 808.15779199 728.96551872 807.31184261 802.27757627
 810.34157488 823.17103682 829.80370004 826.48040373 894.95717182
 967.87088577]","[710.3        784.99999967 726.09999954 783.10000284 794.00000056
 807.79999678 786.8999965  833.99999672 816.00000196 885.99999874
 943.00000204]",1.8268618173088986,18.101806160101006,[969.79489905 968.81066718 968.66846508],[946.         930.00000154 919.99999899],3.992852513017249,38.47546655539006
4,Long Beach(10kTEU),"[691.33319415 691.26673764 681.17146073 656.7250876  660.57133965
 658.05617664 657.47340348 689.30064795 689.98995285 691.06707791
 689.77527511]","[731.20000749 648.80000384 506.7        626.29999566 610.00000428
 604.50000268 672.99999455 682.10000181 718.99999636 680.00000153
 753.99999499]",7.816483988381933,64.36140050719686,[691.46099234 691.85884264 691.52160851],[808.99999282 762.99999101 811.        ],12.861676105583706,105.12146254022741
